participantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,attentioncheck_nogap,article_feel,article_sentiment,article_tone,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,BMIS_outraged_1,BMIS_empathetic_1,SE_1,public_CSE1,private_CSE1,credibility,objective,valid,useful,rl_product_choice,RL_timing_First Click,RL_timing_Last Click,RL_timing_Page Submit,RL_timing_Click Count,rl_shop_intentions,rl_purchase,rl_wom,rl_attitude,SE_2,public_CSE2,private_CSE2,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,BMIS_outraged_2,BMIS_empathetic_2,rr_product_choice,RR_timing_First Click,RR_timing_Last Click,RR_timing_Page Submit,RR_timing_Click Count,rr_shop_intentions,rr_purchase,rr_wom,rr_attitude,attentioncheck_gap,control_summary,CN_scale_1,CN_scale_2,CN_scale_3,CN_scale_4,CN_scale_5,CN_scale_6,CN_scale_7,CN_scale_8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,public_awareness_1,public_awareness_2,public_awareness_3,public_awareness_4,awareness_norms_1,awareness_norms_2,awareness_norms_3,awareness_norms_4,racial_climate_1,racial_climate_2,racial_climate_3,racial_climate_4,disc_concern_1,disc_concern_2,disc_concern_3,disc_concern_4,cb_1,cb_2,cb_3,cb_4,cb_5,cb_6,cb_7,cb_8,cb_9,cb_10,cb_11,cb_12,cb_13,economic_equality,economic_concern,PBRI_1,PBRI_2,PBOI_1,PBOI_2,PBOI_3,purchase_blackbrand,blacklabel_influence,blackbrand_seek,RacialCentrality_1,RacialCentrality_2,RacialCentrality_3,RacialCentrality_4,RacialCentrality_5,RacialCentrality_6,RacialCentrality_7,RacialCentrality_8,PrivateRegard_1,PrivateRegard_2,PrivateRegard_3,PrivateRegard_4,PrivateRegard_5,PrivateRegard_6,PublicRegard_1,PublicRegard_2,PublicRegard_3,PublicRegard_4,PublicRegard_5,PublicRegard_6,frequency ,interracial_contact_1,interracial_contact_2,interracial_contact_3,interracial_contact_4,interracial_contact_5,interracial_contact_6,interracial_contact_7,FeelTherm_1,BA_1,BA_2,BA_3,BA_4,article,collective_concern,personal concern,collective_action,close_circle,community_awareness,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,control_white,control_black,nogap_white,nogap_black,gap_white,gap_black
307,2024-01-24 23:42:57,2024-01-25 0:28:10,0,100,2713,1,2024-01-25 0:28:11,R_17EAmF2YUi1PoTA,anonymous,EN,2,5fee99daeae54318b087e9b5,,1,-1,2,3,1,1,3,2,2,3,2,3,2,2,2,3,1,3,2,3,4,1,1,1,4,6,6,5,24,8.297,17.822,18.953,8,4,5,4,6,1,1,1,2,2,2,3,2,3,2,1,1,1,1,2,2,1,3,2,1,1,,,,,,,,,,"Throughout history, there has been a significant wealth gap in savings and home equity between white and black Americans with similar educational backgrounds.",,1,1,1,2,2,1,3,3,1,1,1,1,7,7,7,6,1,1,1,1,7,7,6,7,1,2,2,3,3,4,3,2,3,2,2,2,1,4,2,4,1,5,3,3,2,1,1,2,2,2,1,1,1,5,5,4,4,3,4,2,1,4,3,5,2,2,5,2,2,3,6,3,4,4,2,4,4,4,3,4,3,4,4,3,3,2,1,4,3,3,2,50,2,3,2,2,I believe that there is indeed racism still going on today in our country.,I don't believe white Americans are that concerned about racial issues because they don't have any idea what other people go through.,I don't believe I am responsible.,I live in a rural community in the midwest. I don't think they address racism here.,A lot of importance.,No.,43,1,5,2,,1,2,,21,,,,,,,,,4,
308,2024-01-25 2:09:50,2024-01-25 2:55:04,0,100,2713,1,2024-01-25 2:55:05,R_5RsgcDQ90BZhOGr,anonymous,EN,2,5f931063e3ae1f094b740dff,,1,-2,1,4,3,3,3,1,4,4,2,3,2,4,1,1,2,3,1,4,4,3,1,3,6,6,6,7,33,9.22,84.421,85.594,16,3,1,3,4,3,1,3,3,3,3,4,2,4,4,2,3,2,4,1,4,2,4,2,4,4,,,,,,,,,,"Historically, black Americans have had a lower median financial outlook in many different areas including savings, salary, and real estate due to racial prejudice.",,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,2,2,2,5,1,2,2,1,1,1,1,1,5,1,5,1,1,1,1,2,1,1,1,1,1,1,5,5,2,2,1,1,1,0,6,2,6,2,1,6,1,2,2,6,3,4,6,5,1,5,5,5,2,2,3,7,2,4,2,2,3,2,5,2,80,5,5,5,6,"I feel that it's really terrible that black Americans have had to deal with these ingrained injustices that keep them under the foot of white Americans. I remember hearing that the paint in public housing had lead chips in it and was only recently changed out in New York, I believe. This would have caused generations of damage, but who could say if it was unintentional given everything else that's going on against black people and historically poor ethnicities in this country?","Living in a rural town in South Texas, I'll say that white Americans are worried about racial issues only if it harms their bottom line.","I don't feel responsible for the issues I read about. I try to educate myself with contemporary criticism and the like. I have no financial influence at all, either. I think this rests solely at the feet of the government and corporate America.",They don't.,"I have a very small social circle. My wife is quite understanding when it comes to racial issues and will have discussions with me at length about the topic. My brother-in-law is not so understanding, unfortunately. As far as combating the issue, the best my wife and I can do is educate ourselves and promote a bit of that education to our brother-in-law.",No. We have a microscopic black population with a pretty even white to Hispanic population ratio. I think people don't even think about it.,34,1,4,3,,2,1,,21,,,,,,,,,4,
309,2024-01-25 1:12:09,2024-01-25 1:57:37,0,100,2728,1,2024-01-25 1:57:38,R_5di8upyDlYq86MG,anonymous,EN,2,579a4c6a82f7f90001ee9d92,,1,-1,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,1,2,1,2,2,34,11.005,23.223,24.455,4,1,1,1,4,3,2,1,3,2,2,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,,,,,,,,,,"The article stated that blacks do not have the same home equity value as whites, in comparing the equally educated or uneducated whites and blacks.",,2,2,3,3,2,3,3,4,2,2,2,2,5,7,6,6,4,2,3,4,5,5,5,5,4,5,4,4,3,2,2,4,4,3,4,4,2,3,3,4,4,4,3,3,5,4,3,3,3,3,3,3,2,5,5,1,1,1,1,1,1,4,2,3,5,4,6,3,3,5,4,5,6,6,1,6,6,4,4,3,5,4,4,3,2,2,3,5,1,2,1,90,2,2,2,2,"The article stated that blacks have less home equity / assets than white people regardless of whether each was educated or not.
My thoughts on the article is that I experience life differently.
My daughter's neighborhood/childhood best friend's brother signed a $49 million dollar sports contract last year. He is not white. I know that's not the ""norm"" for people, but the point is that there are opportunities for others that there is no way some could possibly reach no matter how hard they work or aim for, and I just don't think statistics such as those in the article tell the whole story.","Whites are certainly concerned! I can't speak for every white person in the world, but the people I know certainly care.",I am zero percent responsible for the issues I read in the article. ,I live in a diverse community where minorities are quite common in political office positions. Many in this community work to make sure racism is addressed.,"My social circle is very small, but we do what we can in our own way to combat racism by not participating in it.",Maybe,53,1,4,3,,3,2,,22,21,,,,,,,,4,
310,2024-01-25 1:28:34,2024-01-25 2:14:17,0,100,2743,1,2024-01-25 2:14:18,R_5esNuyYp6c1Cc9e,anonymous,EN,2,5c3c4726e8da5300012422c1,Education plays an important role in narrowing the income gap for black and white people over 65.,4,1,4,1,1,1,3,3,2,1,3,1,4,4,3,2,1,3,4,1,3,2,3,1,5,4,5,5,11,15.597,30.736,37.351,22,4,4,3,5,2,4,1,1,1,1,3,2,3,2,4,1,3,4,3,1,1,2,4,1,3,,,,,,,,,,,,2,2,3,4,4,3,3,3,2,2,3,2,6,6,4,5,4,5,5,6,6,5,5,4,2,3,3,2,2,2,3,3,2,2,3,2,2,2,2,4,2,2,2,3,2,2,2,4,3,1,2,2,2,4,4,2,2,1,1,1,0,4,2,2,6,5,5,6,6,5,4,5,5,6,4,5,6,5,5,4,3,6,6,2,2,5,3,2,2,5,5,85,3,5,5,5,I thought that the amount of the difference in income between blacks and whites over 65 was close.,I think many are concerned but I think there are also many pockets of people in many areas that are still prejudiced and backwards in their thinking.,somewhat.,hardly at all,little to none,no,57,"1,3",4,1,,5,2,,21,,,,,,,2,,,
311,2024-01-25 0:25:52,2024-01-25 1:11:50,0,100,2757,1,2024-01-25 1:11:51,R_7xzS3TrMseZVWY3,anonymous,EN,2,5dd371cada167d3773d4ee9e,"The KFF study shows a trend in income equality among adults 65 and older. White and black college graduates show more of an equal income.
But there is income inequality between black and white people age 65 and older with less than a high school education.
It shows that prioritizing and expanding access to education there is a potential to diminish racial disparities 
",4,1,4,1,1,1,1,1,4,1,4,1,3,3,4,1,1,1,4,1,1,4,4,1,5,5,5,6,11,5.596,21.807,23.11,8,5,5,5,5,5,4,1,1,1,1,1,1,4,1,4,1,3,3,4,1,1,1,4,1,1,,,,,,,,,,,,1,1,1,1,4,3,1,1,2,2,2,2,6,6,6,6,6,6,6,6,2,2,2,2,5,3,3,3,2,3,1,3,5,5,4,5,5,5,4,2,5,5,5,5,5,5,5,3,1,2,4,4,4,2,2,2,2,1,1,1,1,4,2,5,5,3,4,3,4,5,4,5,5,5,2,6,6,6,6,2,2,6,6,3,3,2,2,2,2,3,2,90,2,2,2,2,"I would like more information and statistics about unequal pay.
Is the article based on blacks and whites having the same degrees and same jobs after age 65.
And I would like to see more information and statistics with black and white people without high school diplomas.",Somewhat concerned ,I don’t believe I’m responsible for the outcome in the article.,If people in my community saw racism they would address it,My social circle doesn’t see social inequality ,I’m not sure ,50,1,4,3,,5,2,,21,,,,,,,2,,,
312,2024-01-24 23:59:05,2024-01-25 0:45:26,0,100,2780,1,2024-01-25 0:45:26,R_3cvdA5cRi802PrX,anonymous,EN,2,6100dfd366a4922c166c9a19,,3,-1,2,2,2,2,3,3,2,1,2,1,2,2,3,2,2,2,2,2,2,1,1,2,5,5,5,4,,,,,,,,,,1,1,2,2,2,2,3,3,2,1,2,2,2,2,3,2,2,2,2,2,2,31,24.23,36.427,37.907,4,5,5,6,6,,"There is a inequality in income around the country and inflation and cost of living are two of the biggest factors. To help relieve this, there are programs that incentivize higher income people to move to lower income palces.",1,1,1,2,1,2,2,1,1,1,1,2,2,6,6,6,1,1,1,3,6,7,6,6,2,3,2,3,4,4,3,5,4,4,3,4,2,3,3,4,5,5,2,1,2,2,4,1,2,1,1,1,1,5,4,2,2,1,1,1,1,6,4,5,3,2,6,2,1,2,5,2,4,5,4,1,5,3,3,4,5,3,3,4,1,5,5,6,3,2,3,0,5,5,6,3,"I thought it sounded about right, I am from a lower income area and min wage is also lower here but cost of living is steady rising so some changes need to be made so that lower income areas aren't left behind as mentioned in the article.","I think it is more the norm these days to be racially aware and to at least attempt some humility when discussing racial issues. However, not everyone feels that way and I believe most other white Americans hold in their racism until they are mad or out of ear shot of someone of color. In short, I think most white people act like they care but aren't willing to put in a lot of effort for change their selves. ","I don't believe I am responsible , but I also don't feel impartial to it. I know as a white American woman I have some privileges that an African American may not have and so I need to show understanding and use my voice when needed. ","My area is pretty diverse so I think it is a more passive effort rather that active effort, unless there is a protest involved, they love that stuff here in WA","My racial circle is diverse as well and so there is just a lot of natural understanding that take place, when someone says something wrong it is not overlooked.","I guess, again it is the norm around here to be diversely accepting",31,1,5,2,,2,2,,21,,,,,0,,,,,
313,2024-01-25 2:23:21,2024-01-25 3:10:33,0,100,2832,1,2024-01-25 3:10:34,R_5Kl6EarKivDffSu,anonymous,EN,2,6559bfda36a47498fdab85bb,"Individuals who were able to go to college and get a degree, whether black or white, had almost equal income levels, indicating that the pay disparity rate might be closing. Though, without a college degree, and just a High School diploma, the pay disparity was greater between the groups. ",5,1,4,3,3,4,1,1,3,4,4,3,3,4,2,3,1,1,3,3,4,3,3,3,6,6,6,7,22,19.885,49.759,51.215,7,6,6,7,7,3,3,3,3,3,4,1,1,3,3,4,3,3,4,2,3,1,1,3,3,4,,,,,,,,,,,,1,1,1,1,2,2,2,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,2,3,4,5,4,5,5,1,4,2,4,1,1,2,5,1,5,2,1,1,1,1,1,1,1,1,1,1,5,5,6,6,4,3,3,1,7,6,2,6,2,2,7,7,6,3,3,4,6,5,3,6,6,6,1,1,5,7,5,1,2,2,5,2,2,1,98,2,4,5,7,"Recent research has shown that racial pay disparity has narrowed in those with college educations, but remains significant for those without such higher education. This emphasizes the need to make college and higher learning MUCH more available to people of color, without limitation on income or ability to pay.","A growing number are concerned with racial issues, but far too many think it's a resolved issue or just complaining about personal failures & not taking responsibility for their actions/inactions.","Being white is a privilege I didn't ask for, and feel shame over it at times. But I haven't turned in my ""White Card"" either! I feel it's my responsibility to allow my privilege tl be used however necessary, to show solidarity & be useful however possible. I sure DON'T think it's necessary or appropriate for ME to be a vocal ""authority"", or a spokesperson on the subject....white'shave done enough talking, it's time to listen. ","There are a few ""token"" programs and grants, but nothing that's overly newsworthy. I'm in the Deep South, though a ""progressive city"" by local standards . We're far behind where we need to be, despite having one of the premier HBC's here.","My social circle is small, and tight. But that is intentional. We place great importance on doing our part in combating racial inequality and pointing out inequities when we see them.","Not on a large scale, no.",51,"1,6",6,2,,0,1,,21,,,,,,,2,,,
314,2024-01-25 2:31:16,2024-01-25 3:19:03,0,100,2866,1,2024-01-25 3:19:04,R_7i8c1lFVmzHJAaG,anonymous,EN,2,636900dbc65a1b361be8e82f,,1,-2,1,3,4,4,2,3,1,1,2,3,1,3,1,3,3,1,1,3,4,4,4,1,6,6,6,6,,,,,,,,,,5,5,1,3,4,3,1,3,1,1,3,3,1,3,1,3,3,1,1,3,4,10,2.495,13.385,17.639,12,7,7,7,7,The historical lending practice of denial of loans and insurance to predominantly black communities has led to poverty in black communities.,,5,5,4,5,5,4,4,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,4,5,5,5,5,5,5,5,4,4,5,4,1,1,4,5,1,1,1,1,1,1,2,1,1,1,1,1,1,5,5,3,2,4,5,2,1,6,3,1,7,7,1,6,7,7,1,7,7,7,1,7,7,7,7,1,1,7,7,3,2,1,1,5,2,2,1,100,1,1,1,1,Black communities deserve equal treatment to help them move out of poverty. No group should stay in poverty.,I believe some groups of white people are working hard against racism through educating and activism. It is a gradual process but with time group dorminance will be a thing of the past.,I believe black people are poor because of the actions of white people in the past and present. I believe white people need to take active measures to help black communities.,People in my community hold programs and events to promote group equality. there have been a couple of actions to support black people in my community like free health support to people living in poverty especially blacks.,it is very important to people in my social circle. We are actively seeking to support blacks in the community. ,Yes I perceive a collective commitment to promote racial awareness,40,1,5,3,,0,1,,22,22,3 months ago,2,6,,,,,,5
315,2024-01-25 0:59:56,2024-01-25 1:48:05,0,100,2889,1,2024-01-25 1:48:06,R_5aXe42ZWYUpc0in,anonymous,EN,2,65a53b4da8e15bf1de72f873,,2,-1,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,3,2,3,1,2,3,3,5,44,37.35,62.045,63.666,7,2,3,2,2,2,3,1,2,2,2,2,,1,2,2,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,its all about the privilege that white Americans has over black Americans in terms of wealth,,4,4,2,4,3,4,5,4,3,5,5,3,4,5,5,5,3,5,3,5,6,4,5,4,5,3,4,3,4,4,4,4,4,4,2,2,4,4,2,4,2,4,3,3,3,4,3,3,4,2,2,3,3,4,4,2,2,2,1,1,1,4,4,2,7,6,3,6,6,6,6,7,7,7,1,7,7,6,6,3,2,6,5,2,3,3,3,3,3,5,3,60,5,3,5,5,its all about the study of inequality in our society where white Americans are highly favor in terms of wealth than black Americans,i am a little bit concern about my fellow white American racial issues in the society because i natural dont discriminate others in terms of color,i am  less responsible to the issues especially when it has to do with raciest ,"strongly enough , the society is handling the racism issues adequately",very important ,yes i do,48,1,5,2,,3,1,,21,,,,,,,,,4,
316,2024-01-25 1:03:37,2024-01-25 1:51:52,0,100,2894,1,2024-01-25 1:51:52,R_7qkN9uWcsywt5Lj,anonymous,EN,2,5cab7cc86d3a6e001519d9e9,A study found an improvement in income inequality between black people and white people 65 years and older. This improvement was due to equal access to education.,5,2,5,1,1,1,3,1,4,1,1,1,2,2,4,1,1,3,3,1,3,1,3,1,5,7,6,7,17,6.335,96.783,108.339,7,4,4,5,5,1,3,1,1,1,1,3,1,4,1,1,1,2,2,4,1,1,3,3,1,3,,,,,,,,,,,,1,1,1,1,2,3,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,5,5,5,3,4,2,5,5,4,4,5,1,1,4,5,2,3,2,4,3,1,2,1,1,1,1,3,1,5,5,1,1,1,1,1,0,4,1,7,1,2,7,1,1,1,7,4,4,6,1,4,7,5,5,2,2,4,6,2,3,1,1,4,3,5,3,70,1,1,1,1,"I feel positive about the article. Those improvements in income equality between older black people and white people, shows that a lot of progress has been made over the years.",I think White Americans are more concerned about racial issues than they ever have been before.,I don't feel responsible at all for them.,I think people use social media to propagate antiracist beliefs and try to encourage changes in the system and raise awareness of problems that minorities face.,"Not much. Not many people within my social issue talk about racial issues, but I do know that many of them would be in support of antiracist policies.",Yes. White people in my community have become much more sensitive about racism in recent years. More people than ever are making their opinion known about racism and making sure to call out other people who are showing racist behavior.,35,1,2,3,,0,1,,21,,,,,,,2,,,
317,2024-01-25 2:56:31,2024-01-25 3:44:46,0,100,2894,1,2024-01-25 3:44:46,R_56nLm0jUifrMJ5i,anonymous,EN,2,64d90ef50ad4204b1babb416,,3,1,4,1,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,1,3,4,4,1,6,6,6,6,,,,,,,,,,4,4,1,1,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,1,2,8,14.26,18.54,19.31,5,6,6,6,6,,"U.S. income disparities persist, with variations between high and low-income areas. Government initiatives aim to address economic inequalities through targeted programs.",4,4,4,4,1,4,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,3,2,4,1,1,1,4,5,5,5,5,5,3,5,1,4,2,1,3,3,2,4,1,1,1,1,1,1,1,4,6,6,1,1,6,6,6,7,6,6,6,1,6,6,6,6,2,1,5,6,4,2,2,2,2,2,2,2,100,1,1,1,7,,,,,,,51,1,6,2,,0,1,,21,,,,,,1,,,,
318,2024-01-25 0:19:50,2024-01-25 1:08:53,0,100,2943,1,2024-01-25 1:08:54,R_13dkVPRVS6HrN3l,anonymous,EN,2,63b727ff899db0b1392413ed,,2,0,2,2,2,2,2,2,3,2,3,2,2,3,2,1,2,2,3,2,3,2,2,1,4,6,4,5,24,7.22,17.664,19.018,12,3,2,4,4,2,2,1,2,2,2,2,2,3,2,3,2,2,3,2,1,2,2,3,2,3,,,,,,,,,,"The income gap disparity between whites and blacks of similar educations is an ongoing issue, with black peoples work being valued at less on average than whites. This practice is racist and shows that even in todays world black people are valued less than their white counterpart",,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,2,2,4,4,4,4,4,4,3,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,0,5,3,5,2,2,6,2,2,2,6,4,4,5,2,2,5,4,4,3,4,4,4,3,2,4,4,5,2,2,2,80,3,3,5,3,if true its a huge issue to see blacks valued less than whites in society ,I dont think they care much,"while i have benefitted from the broken system, i am far from the top so i feel far less remorse","i think they just try to get by more than anything, people dont have the time or energy for much hating",my friends see it as a big issue and want to fix it,"not really much is done, people just get along",33,1,3,2,,0,1,,21,,,,,,,,,4,
319,2024-01-25 3:23:00,2024-01-25 4:13:27,0,100,3026,1,2024-01-25 4:13:27,R_37lq1jfYnfn4IY9,anonymous,EN,2,642ee1cb7e6da0f6158a6743,,4,1,4,1,1,1,1,1,4,1,3,1,3,3,4,1,1,1,4,1,3,4,4,1,5,6,5,5,,,,,,,,,,4,4,1,1,1,1,1,1,4,1,3,1,3,3,4,1,1,1,4,1,3,25,10.283,34.801,35.775,5,5,5,5,6,,"The rise of incomes from the 1980's to now isn't equally distributed, and just because income went up doesn't mean living conditions were considerably different due to the higher cost of living in the places where incomes were higher. The larger cities experienced greater economic growth, but also higher costs to live there. The US government has programs that also attempt to equalize like social security, and place based tech hubs.",1,1,1,1,3,1,1,1,6,6,6,6,6,6,4,3,3,3,5,5,7,4,7,5,4,4,4,4,2,2,2,3,4,4,2,4,4,4,3,3,5,5,4,4,4,4,4,2,2,2,3,3,2,2,2,2,2,2,3,2,1,4,4,3,5,2,5,5,5,5,6,6,6,6,2,5,5,5,5,3,3,3,5,5,1,1,1,5,1,2,2,95,4,2,6,5,"The economic conditions over time growing more in some areas than others, and annual incomes being more in some areas than others. The effects were mitigated by the higher cost of living in the areas where the greater amount of economic growth took place, which had higher yearly income per capita. The US govt.has programs that try to equalize the lower growth areas with projects like tech hubs, and to stabilize incomes across areas with things like social security.","Somewhat, but not too concerned in general, other than those that believe that white people are losing their grip of dominance (I associate MAGA Republicans to some degree with this belief). Looking back over the last 60 years (since civil rights movement) there has been tremendous progress of minorities in general (blacks, women, hispanic, asian) in this country. Women could not get a credit card on their own until 1974, being black and the President of US was a distant dream too. There is still more that can be done, and it frankly takes time, generations of time, to bring results to their potential. In general I think the US is the most responsive to race relations when comparing to other homogeneous countries in the world. ","Not responsible for how things were set up, but responsible for participating and trying to change things for the better.","Live in an area that has white, black, hispanic and asians, we all seem to get along pretty good.","Somewhat, my social circle is content, we don't really spend much time with the topic of racial inequality. It only comes up when there is a sensationalized news event on the subject, like a few years ago with the reasons why ""defund the police"" became a thing.","No, constantly exposed to multicultural community everyday by dual language, english and spanish, being on just about everything. I no longer hear comments like ""this is America it should only be in english, they should learn english"".",62,1,5,3,,3,1,,21,,,,,,1,,,,
